,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
259,Maruti Swift Dzire VXI,2015,525000,20000,0,Individual,1,1,20.85,1197,83.14,5.0
260,Toyota Innova 2.5 GX 7 STR,2011,480000,120000,1,Individual,1,1,12.8,2494,102.0,7.0
261,Mahindra Thar CRDe,2017,780000,35000,1,Individual,1,1,16.55,2498,105.0,6.0
262,Maruti Swift Dzire ZDi,2012,320000,193000,1,Individual,1,1,19.3,1248,73.9,5.0
263,Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,0,Individual,1,1,20.4,1197,81.8,5.0
264,Datsun GO D Petrol,2019,300000,40000,0,Individual,1,1,19.02,1198,67.05,5.0
265,Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,1,Individual,1,3,22.54,1396,88.73,5.0
266,Mahindra Scorpio LX,2011,404000,122358,1,Individual,1,1,12.05,2179,120.0,9.0
267,Tata Sumo Gold EX BSIII,2015,500000,75000,1,Individual,1,1,14.07,2956,69.01,7.0
268,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,1,Individual,1,1,27.28,1047,69.0,5.0
269,Tata Zest Revotron 1.2 XT,2015,380000,40000,0,Individual,1,1,17.57,1193,88.7,5.0
270,Hyundai Accent GLE,2008,114999,95200,0,Individual,1,3,13.2,1495,94.0,5.0
271,Honda Brio Exclusive Edition,2014,335000,33033,0,Dealer,1,1,19.4,1198,86.8,5.0
272,Hyundai Grand i10 AT Asta,2015,465000,63063,0,Dealer,0,1,18.9,1197,82.0,5.0
273,Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,1,Individual,1,1,21.02,1248,88.76,5.0
274,Maruti Alto LX,2005,110000,45000,0,Individual,1,2,19.7,796,46.3,5.0
275,Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,1,Individual,1,3,11.57,2179,138.1,7.0
276,Mahindra Bolero SLE,2009,400000,170000,1,Individual,1,2,13.6,2523,63.0,7.0
277,Mahindra Bolero DI DX 7 Seater,2007,210000,207890,1,Individual,1,2,13.6,2523,63.0,7.0
278,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,1,Individual,0,1,17.9,2143,170.0,5.0
279,Maruti Omni E MPI STD BS IV,2016,220000,35000,0,Individual,1,1,16.8,796,34.2,8.0
280,Hyundai Grand i10 Sportz,2017,450000,35000,0,Individual,1,1,18.9,1197,82.0,5.0
281,Hyundai Grand i10 Sportz,2017,450000,35000,0,Individual,1,1,18.9,1197,82.0,5.0
282,Hyundai i10 Sportz AT,2013,290000,50000,0,Individual,0,1,16.95,1197,78.9,5.0
283,Maruti Swift VXI Deca,2016,520000,20000,0,Individual,1,1,20.4,1197,81.8,5.0
284,Hyundai i10 Sportz AT,2011,265000,20000,0,Individual,0,1,16.95,1197,78.9,5.0
285,Maruti Swift VXI,2012,330000,50000,0,Individual,1,2,18.6,1197,85.8,5.0
286,Maruti Swift VXI,2012,330000,50000,0,Individual,1,2,18.6,1197,85.8,5.0
287,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,1,Individual,1,1,15.96,2523,62.1,7.0
288,Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,0,Individual,1,1,17.1,1591,121.3,5.0
289,Hyundai i20 Active 1.2,2015,525000,50000,0,Individual,1,1,17.19,1197,81.86,5.0
290,Maruti Baleno Zeta,2019,675000,16500,0,Individual,1,1,21.01,1197,81.8,5.0
291,Hyundai i20 1.2 Asta,2010,300000,70000,0,Individual,1,1,17.0,1197,80.0,5.0
292,Maruti Alto LXI,2005,90000,99361,0,Individual,1,2,19.7,796,46.3,5.0
293,Maruti Swift Dzire VDI,2017,650000,25000,1,Individual,1,1,26.59,1248,74.0,5.0
294,Maruti Swift Dzire VXI,2014,409000,70000,0,Individual,1,2,19.1,1197,85.8,5.0
295,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,1,Individual,1,2,24.0,1120,70.0,5.0
296,Maruti Swift Dzire VXI,2014,400000,70000,0,Individual,1,2,19.1,1197,85.8,5.0
297,Chevrolet Beat LS,2012,120000,60000,0,Individual,1,3,18.6,1199,79.4,5.0
298,Tata Tigor 1.2 Revotron XZA,2018,645000,10000,0,Individual,0,1,20.3,1199,84.0,5.0
299,Maruti 800 Std,2006,81000,80000,0,Individual,1,1,16.1,796,37.0,4.0
300,Honda City i-DTEC VX,2017,1300000,30000,1,Individual,1,1,25.6,1498,97.9,5.0
301,Honda City i-DTEC VX,2017,1250000,33000,1,Individual,1,1,25.6,1498,97.9,5.0
302,Maruti Ertiga VXI,2013,535000,90000,0,Individual,1,3,16.02,1373,93.7,7.0
303,Nissan Terrano XV Premium 110 PS,2014,555000,80100,1,Individual,1,2,19.01,1461,108.5,5.0
304,Honda City i VTEC VX,2014,725000,120000,0,Individual,1,1,17.4,1497,117.3,5.0
305,Renault KWID RXL,2016,229999,40000,0,Individual,1,1,25.17,799,53.3,5.0
306,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,1,Individual,1,2,12.99,2494,100.6,8.0
307,Maruti Wagon R VXI BS IV,2017,409999,47000,0,Individual,1,1,20.51,998,67.04,5.0
308,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,1,Individual,1,1,21.38,1396,88.7,5.0
309,Tata Tiago 1.2 Revotron XZ,2017,400000,26000,0,Individual,1,1,23.84,1199,84.0,5.0
310,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,1,Individual,1,1,24.0,1186,73.97,5.0
311,Maruti Baleno Zeta Automatic,2016,650000,50000,0,Individual,0,1,21.4,1197,83.1,5.0
312,Maruti Swift ZXI ABS,2011,325000,58000,0,Individual,1,3,16.1,1298,88.2,5.0
313,Maruti Swift Dzire VXi AT,2012,420000,120000,0,Individual,0,1,17.4,1197,85.8,5.0
314,Maruti Swift LXI Option,2014,400000,50000,0,Individual,1,1,20.4,1197,81.8,5.0
315,Hyundai i20 1.2 Asta,2010,254999,80000,0,Individual,1,3,17.0,1197,80.0,5.0
316,Maruti Zen LXI,2003,65000,60000,0,Individual,1,3,17.3,993,60.0,5.0
317,Maruti Celerio LXI,2017,351000,36000,0,Individual,1,1,23.1,998,67.04,5.0
318,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,1,Individual,1,3,12.8,2494,102.0,8.0
319,Maruti Ritz LDi,2011,185000,185000,1,Individual,1,3,21.1,1248,73.9,5.0
320,Nissan Micra Diesel XV,2011,250000,50000,1,Individual,1,1,23.08,1461,63.1,5.0
321,Maruti Zen LXI,2002,60000,100000,0,Individual,1,3,17.3,993,60.0,5.0
322,Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,0,Individual,1,2,17.1,1591,121.3,5.0
323,Maruti Zen Estilo LXI BSIII,2007,85000,80000,0,Individual,1,2,18.2,998,67.1,5.0
324,Maruti Alto LX,2005,85000,80000,0,Individual,1,3,19.7,796,46.3,5.0
325,Maruti Swift Dzire ZDi,2011,265000,90000,1,Individual,1,3,19.3,1248,73.9,5.0
326,Maruti A-Star Vxi,2010,130000,162000,0,Individual,1,2,19.0,998,66.1,5.0
327,Maruti Ertiga VDI,2013,480000,110000,1,Individual,1,3,20.77,1248,88.76,7.0
328,Maruti Swift Ldi BSIII,2008,170000,120000,1,Individual,1,3,17.8,1248,75.0,5.0
329,Nissan Micra Diesel XV,2011,275000,45000,1,Individual,1,1,23.08,1461,63.1,5.0
330,Maruti Wagon R LXI,2005,89000,90000,0,Individual,1,2,18.9,998,67.1,5.0
331,Ford Figo Diesel Titanium,2010,170000,90000,1,Individual,1,2,20.0,1399,68.0,5.0
332,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,0,Dealer,1,1,17.0,1197,110.0,5.0
333,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,1,Individual,0,1,17.01,1582,126.2,5.0
334,Maruti Swift VXI BSIV,2018,610000,52000,0,Dealer,1,1,22.0,1197,81.8,5.0
335,Datsun GO T Option BSIV,2016,335000,40000,0,Dealer,1,1,20.63,1198,67.0,5.0
336,Hyundai Grand i10 Asta,2015,434999,40000,0,Dealer,1,1,18.9,1197,82.0,5.0
337,Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,1,Individual,1,1,14.24,2755,174.5,7.0
338,Renault KWID RXL,2018,390000,13000,0,Dealer,1,1,20.71,799,53.26,5.0
339,Honda Brio 1.2 VX MT,2012,325000,40000,0,Dealer,1,1,18.5,1198,86.8,5.0
340,Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,0,Dealer,1,1,17.0,1198,73.75,5.0
341,Nissan Sunny XV Special Edition,2012,450000,9000,0,Dealer,1,1,16.95,1498,97.7,5.0
342,Toyota Etios Liva GD SP,2013,400000,70000,1,Dealer,1,2,23.59,1364,67.06,5.0
343,Hyundai i10 Sportz,2009,215000,60000,0,Dealer,1,1,20.36,1197,78.9,5.0
344,Renault Duster 85PS Diesel RxL,2014,570000,40000,1,Dealer,1,1,20.45,1461,83.8,5.0
345,Mahindra XUV500 W8 2WD,2012,680000,93000,1,Dealer,1,1,15.1,2179,140.0,7.0
346,Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,1,Individual,1,3,12.8,2494,102.0,7.0
347,Tata Indigo CS eGLX BS IV,2011,150000,50000,0,Individual,1,2,15.64,1193,64.08,5.0
348,Hyundai Elantra SX AT,2013,690000,68000,0,Dealer,0,1,14.5,1797,147.5,5.0
349,Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,1,Individual,0,1,14.84,2143,170.0,5.0
350,Tata Nano STD,2012,64000,18000,0,Dealer,1,1,25.4,624,37.5,4.0
351,Nissan Micra Diesel XL,2013,250000,120000,1,Individual,1,1,23.08,1461,63.1,5.0
352,Maruti Wagon R LXI,2005,65000,35000,0,Individual,1,1,18.9,998,67.1,5.0
353,Maruti Swift Dzire VDI,2016,550000,60000,1,Individual,1,2,26.59,1248,74.0,5.0
354,Hyundai i10 Magna,2010,140000,70000,0,Individual,1,3,20.36,1197,78.9,5.0
355,Renault KWID RXT,2016,300000,30000,0,Individual,1,1,25.17,799,53.3,5.0
356,Volkswagen GTI 1.8 TSI,2016,800000,70000,0,Individual,0,1,16.34,1798,189.3,5.0
357,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,1,Dealer,0,1,13.6,1999,177.0,5.0
358,Lexus ES 300h,2019,5150000,20000,0,Dealer,0,1,22.37,2487,214.56,5.0
359,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,1,Dealer,0,1,19.33,1999,177.0,5.0
360,Tata Safari Storme EX,2015,503000,110000,1,Individual,1,1,14.1,2179,147.94,7.0
361,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,1,Individual,0,1,18.0,1969,190.0,5.0
362,Toyota Camry 2.5 Hybrid,2016,2000000,68089,0,Trustmark Dealer,0,1,19.16,2494,157.7,5.0
363,Maruti Wagon R LXI,2013,225000,58343,0,Trustmark Dealer,1,1,21.79,998,67.05,5.0
364,Maruti Baleno Alpha 1.3,2018,740000,38817,1,Dealer,1,1,27.39,1248,74.0,5.0
365,Honda Jazz VX,2016,550000,56494,0,Trustmark Dealer,1,1,18.2,1199,88.7,5.0
366,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,1,Trustmark Dealer,1,2,12.99,2494,100.6,7.0
367,Maruti Swift AMT VVT VXI,2019,650000,5621,0,Trustmark Dealer,0,1,22.0,1197,81.8,5.0
368,Toyota Etios VX,2017,625000,25538,0,Trustmark Dealer,1,1,16.78,1496,88.73,5.0
369,Maruti Swift AMT ZXI,2018,600000,69779,0,Dealer,0,1,22.0,1197,81.8,5.0
370,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,1,Dealer,1,1,24.0,1186,73.97,5.0
371,BMW X4 M Sport X xDrive20d,2019,5400000,7500,1,Dealer,0,1,16.78,1995,190.0,5.0
372,BMW X4 M Sport X xDrive20d,2019,5500000,8500,1,Dealer,0,1,16.78,1995,190.0,5.0
373,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,0,Trustmark Dealer,0,1,19.0,1199,88.76,5.0
374,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,0,Dealer,0,1,14.3,1598,103.5,5.0
375,Volvo V40 D3 R-Design,2018,2475000,2000,1,Dealer,0,1,16.8,1984,150.0,5.0
376,Hyundai i10 Magna,2010,150000,106000,0,Individual,1,3,20.36,1197,78.9,5.0
377,Honda CR-V 2.4L 4WD AT,2009,500000,120000,0,Individual,0,2,11.1,2354,158.8,5.0
378,Maruti Swift Dzire VDI,2015,480000,90000,1,Individual,1,1,26.59,1248,74.0,5.0
379,Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,1,Individual,1,3,22.32,1582,126.32,5.0
380,Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,1,Individual,1,3,12.8,2494,102.0,8.0
381,Maruti SX4 Celebration Diesel,2012,300000,100000,1,Individual,1,2,21.5,1248,88.8,5.0
382,Hyundai Verna XXi ABS (Petrol),2009,340000,214000,0,Individual,1,2,13.9,1599,103.2,5.0
383,Hyundai Verna CRDi SX,2009,340000,214000,1,Individual,1,2,16.8,1493,110.0,5.0
384,Maruti Alto 800 VXI,2016,240000,50000,0,Individual,1,1,22.74,796,47.3,5.0
385,Honda City i-VTEC CVT V,2018,1085000,1000,0,Individual,0,1,18.0,1497,117.6,5.0
386,Maruti Swift Dzire AMT VDI,2017,750000,19000,1,Individual,0,1,28.4,1248,74.02,5.0
387,Tata Indigo LS,2012,95000,265000,1,Individual,1,2,17.0,1405,70.0,5.0
388,Maruti Eeco CNG 5 Seater AC,2020,409999,35000,2,Individual,1,1,20.88,1196,61.7,5.0
389,Maruti Alto K10 VXI,2014,215000,80000,0,Individual,1,2,23.95,998,67.05,5.0
390,Mahindra XUV500 AT W10 AWD,2016,1290000,50000,1,Individual,0,1,16.0,2179,140.0,7.0
391,Maruti Alto K10 LXI,2010,150000,80000,0,Individual,1,1,20.92,998,67.1,5.0
392,Hyundai EON Sportz,2013,219000,50000,0,Individual,1,2,21.1,814,55.2,5.0
393,Tata Tiago 1.2 Revotron XE,2018,325000,100000,0,Individual,1,1,23.84,1199,84.0,5.0
394,Maruti Eeco Smiles 5 Seater AC,2013,260000,120000,0,Individual,1,2,15.1,1196,73.0,5.0
395,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,1,Dealer,0,1,13.6,1999,177.0,5.0
396,Lexus ES 300h,2019,5150000,20000,0,Dealer,0,1,22.37,2487,214.56,5.0
397,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,1,Dealer,0,1,19.33,1999,177.0,5.0
398,Tata Safari Storme EX,2015,503000,110000,1,Individual,1,1,14.1,2179,147.94,7.0
399,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,1,Individual,0,1,18.0,1969,190.0,5.0
400,Toyota Camry 2.5 Hybrid,2016,2000000,68089,0,Trustmark Dealer,0,1,19.16,2494,157.7,5.0
401,Maruti Wagon R LXI,2013,225000,58343,0,Trustmark Dealer,1,1,21.79,998,67.05,5.0
402,Maruti Baleno Alpha 1.3,2018,740000,38817,1,Dealer,1,1,27.39,1248,74.0,5.0
403,Honda Jazz VX,2016,550000,56494,0,Trustmark Dealer,1,1,18.2,1199,88.7,5.0
404,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,1,Trustmark Dealer,1,2,12.99,2494,100.6,7.0
405,Maruti Swift AMT VVT VXI,2019,650000,5621,0,Trustmark Dealer,0,1,22.0,1197,81.8,5.0
406,Toyota Etios VX,2017,625000,25538,0,Trustmark Dealer,1,1,16.78,1496,88.73,5.0
407,Maruti Swift AMT ZXI,2018,600000,69779,0,Dealer,0,1,22.0,1197,81.8,5.0
408,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,1,Dealer,1,1,24.0,1186,73.97,5.0
409,BMW X4 M Sport X xDrive20d,2019,5400000,7500,1,Dealer,0,1,16.78,1995,190.0,5.0
410,BMW X4 M Sport X xDrive20d,2019,5500000,8500,1,Dealer,0,1,16.78,1995,190.0,5.0
411,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,0,Trustmark Dealer,0,1,19.0,1199,88.76,5.0
412,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,0,Dealer,0,1,14.3,1598,103.5,5.0
413,Volvo V40 D3 R-Design,2018,2475000,2000,1,Dealer,0,1,16.8,1984,150.0,5.0
414,Honda Amaze S CVT Diesel BSIV,2019,700000,40000,1,Individual,0,1,23.8,1498,78.9,5.0
415,Hyundai Creta 1.4 CRDi Base,2017,950000,45000,1,Individual,1,1,21.38,1396,88.7,5.0
416,Maruti Alto LXi BSIII,2010,160000,80000,0,Individual,1,2,19.7,796,46.3,5.0
417,Hyundai Xcent 1.1 CRDi S Option,2015,409999,135000,1,Individual,1,2,24.4,1120,71.01,5.0
418,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,840000,120000,1,Individual,1,2,12.99,2494,100.6,7.0
419,Toyota Etios Liva Diesel,2013,450000,67000,1,Individual,1,1,23.59,1364,67.1,5.0
420,Maruti Swift Dzire ZDI Plus,2017,900000,50000,1,Individual,1,1,28.4,1248,74.02,5.0
421,Toyota Innova 2.5 V Diesel 7-seater,2008,570000,134000,1,Individual,1,2,12.8,2494,102.0,7.0
422,Nissan Micra Diesel XV,2011,254999,110000,1,Individual,1,2,23.08,1461,63.1,5.0
423,Maruti 800 AC BSIII,2009,130000,40000,0,Individual,1,1,16.1,796,37.0,4.0
424,Maruti Swift Dzire VDI,2013,530000,120000,1,Individual,1,2,23.4,1248,74.0,5.0
425,Volkswagen Polo 1.5 TDI Highline,2015,520000,110000,1,Individual,1,2,20.14,1498,88.8,5.0
426,Mahindra Verito 1.5 D2 BSIII,2011,229999,170000,1,Individual,1,2,21.0,1461,64.1,5.0
427,Maruti 800 AC BSIII,2004,81000,80000,0,Individual,1,2,16.1,796,37.0,4.0
428,Maruti Swift VDI Optional,2016,600000,47000,1,Individual,1,1,25.2,1248,74.0,5.0
429,Hyundai Xcent 1.2 Kappa S Option,2015,409999,93000,0,Individual,1,1,19.1,1197,81.86,5.0
430,Maruti 800 Std,2010,120000,70000,0,Individual,1,2,16.1,796,37.0,4.0
431,Maruti Celerio VXI,2014,320000,50000,0,Individual,1,1,23.1,998,67.04,5.0
432,Ford Figo Diesel EXI,2015,292000,70000,1,Individual,1,1,20.0,1399,68.05,5.0
433,Tata Safari DICOR 2.2 LX 4x2,2012,390000,80000,1,Individual,1,1,13.93,2179,138.03,7.0
434,Ford Figo 1.2P Titanium Plus MT,2016,550000,44000,0,Individual,1,1,18.16,1196,86.8,5.0
435,Maruti Celerio ZXI,2014,385000,25000,0,Individual,1,1,23.1,998,67.04,5.0
436,Hyundai Creta 1.6 VTVT S,2016,800000,25000,0,Individual,1,1,15.29,1591,121.3,5.0
437,Maruti Swift Dzire VXI 1.2,2019,675000,10000,0,Individual,1,1,21.21,1197,81.8,5.0
438,Tata Hexa XT,2018,1525000,50000,1,Individual,1,1,17.6,2179,153.86,7.0
439,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,1,Individual,1,1,23.0,1498,98.96,5.0
440,Hyundai i20 Active 1.4 SX with AVN,2015,610000,50000,1,Individual,1,2,21.19,1396,88.73,5.0
441,Hyundai i20 Asta 1.4 CRDi,2012,525000,120000,1,Individual,1,1,22.54,1396,88.73,5.0
442,Honda Amaze S CVT Diesel BSIV,2019,700000,40000,1,Individual,0,1,23.8,1498,78.9,5.0
443,Mahindra Bolero 2011-2019 SLE,2015,375000,80000,1,Individual,1,1,15.96,2523,62.1,7.0
444,Nissan Terrano XL Plus 85 PS,2015,580000,90000,1,Individual,1,1,20.45,1461,83.8,5.0
445,Maruti Swift VXI Windsong Limited edition,2015,434999,50000,0,Individual,1,2,20.4,1197,83.11,5.0
446,Datsun RediGO 1.0 S,2020,350000,2136,0,Individual,1,1,22.5,999,67.0,5.0
447,Toyota Innova 2.5 G (Diesel) 7 Seater,2012,730000,250000,1,Individual,1,1,12.99,2494,100.0,7.0
448,Hyundai i20 Magna 1.2,2015,600000,35000,0,Individual,1,1,18.6,1197,81.83,5.0
449,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,120000,1,Individual,1,1,12.99,2494,100.6,7.0
450,Maruti Baleno Alpha 1.3,2017,735000,70000,1,Individual,1,1,27.39,1248,74.0,5.0
451,Renault Duster 110PS Diesel RxZ,2018,1050000,18000,1,Dealer,1,1,19.6,1461,108.45,5.0
452,Chevrolet Enjoy 1.3 TCDi LS 7,2016,420000,110000,1,Individual,1,2,18.2,1248,73.74,7.0
453,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,60000,1,Individual,1,1,23.65,1248,88.5,5.0
454,Toyota Fortuner 4x2 AT,2015,2000000,60000,1,Individual,0,1,12.55,2982,168.5,7.0
455,Maruti Swift Dzire VDI,2016,600000,147000,1,Individual,1,2,26.59,1248,74.0,5.0
456,Toyota Fortuner 4x2 AT,2015,1900000,130000,1,Individual,0,1,12.55,2982,168.5,7.0
457,Chevrolet Captiva LT,2011,500000,99500,1,Individual,1,3,11.5,1991,147.9,7.0
458,Tata Indica Vista Aqua 1.4 TDI,2011,200000,110000,1,Individual,1,2,17.0,1405,71.0,5.0
459,Nissan Micra Active XL Petrol,2016,370000,35000,0,Individual,1,1,19.49,1198,67.04,5.0
460,Hyundai Verna Transform CRDi VGT SX ABS,2010,260000,110000,1,Individual,1,2,16.2,1493,110.0,5.0
461,Mahindra KUV 100 mFALCON D75 K8,2016,280000,100000,1,Individual,1,1,25.32,1198,77.0,6.0
462,Maruti Ertiga VXI,2014,610000,21000,0,Individual,1,1,16.02,1373,93.7,7.0
463,Ford Fiesta Titanium 1.5 TDCi,2013,300000,60000,1,Individual,1,2,23.5,1498,90.0,5.0
464,Tata Indigo CS LX DiCOR,2010,140000,40000,1,Individual,1,1,16.6,1405,70.0,5.0
465,Hyundai i10 Magna 1.1L,2008,229999,50000,0,Individual,1,1,19.81,1086,68.05,5.0
466,Maruti A-Star Vxi,2010,200000,65000,0,Individual,1,2,19.0,998,66.1,5.0
467,Maruti Wagon R VXI BSIII,2011,200000,80000,0,Individual,1,1,18.9,998,67.1,5.0
468,Hyundai Verna 1.6 CRDi S,2015,560000,119000,1,Individual,1,1,23.9,1582,126.2,5.0
469,Maruti Ertiga SHVS VDI,2016,750000,80000,1,Individual,1,1,24.52,1248,88.5,7.0
470,Maruti Swift VDI BSIV,2017,585000,90000,1,Individual,1,1,25.2,1248,74.0,5.0
471,Hyundai Verna 1.6 VTVT S Option,2016,760000,20000,0,Individual,1,1,17.01,1591,121.4,5.0
472,Maruti Swift VDI BSIV,2014,430000,80000,1,Individual,1,2,25.2,1248,74.0,5.0
473,Mahindra KUV 100 D75 K6 Plus,2020,480000,44665,1,Individual,1,1,25.32,1198,77.0,6.0
474,Kia Seltos HTE D,2019,643000,10000,1,Individual,1,1,20.8,1493,113.4,5.0
475,Hyundai Xcent 1.2 VTVT S,2018,500000,60000,0,Individual,1,1,20.14,1197,81.86,5.0
476,Honda Brio 1.2 S MT,2016,425000,22000,0,Individual,1,1,18.5,1198,86.8,5.0
477,Maruti Alto 800 LXI,2014,250000,25000,0,Individual,1,1,22.74,796,47.3,5.0
478,Maruti Celerio LDi,2016,285000,70000,1,Individual,1,1,27.62,793,47.0,5.0
479,Maruti Swift Dzire VXi,2008,160000,123000,0,Individual,1,3,17.5,1298,85.8,5.0
480,Volkswagen Vento Diesel Trendline,2011,250000,70000,1,Individual,1,2,20.54,1598,103.6,5.0
481,Chevrolet Beat LS,2013,170000,70000,0,Individual,1,2,18.6,1199,79.4,5.0
482,Toyota Etios Liva GD,2013,409999,45000,1,Individual,1,1,23.59,1364,67.06,5.0
483,Hyundai Grand i10 AT Asta,2015,400000,40000,0,Individual,0,1,18.9,1197,82.0,5.0
484,Maruti Swift Dzire VDI,2019,700000,30000,1,Individual,1,1,28.4,1248,74.02,5.0
485,Honda Civic 1.8 V AT,2007,350000,90000,0,Individual,0,1,12.9,1799,130.0,5.0
486,Maruti Ertiga BSIV VXI,2016,660000,34000,0,Individual,1,2,17.5,1373,91.1,7.0
487,Maruti Alto 800 VXI,2017,268000,25000,0,Individual,1,1,24.7,796,47.3,5.0
488,Maruti Alto 800 VXI,2016,270000,50000,0,Individual,1,1,22.74,796,47.3,5.0
489,Chevrolet Beat Diesel LT,2013,300000,50000,1,Individual,1,1,25.44,936,57.6,5.0
490,Tata Tiago 1.2 Revotron XZ,2017,450000,90000,0,Individual,1,1,23.84,1199,84.0,5.0
491,Chevrolet Beat Diesel LT,2012,220000,70000,1,Individual,1,2,25.44,936,57.6,5.0
492,Tata New Safari DICOR 2.2 VX 4x2,2009,250000,146000,1,Individual,1,2,13.93,2179,138.0,7.0
493,Ford Figo Petrol EXI,2012,300000,85000,0,Individual,1,2,15.6,1196,70.0,5.0
494,Tata Indica V2 2001-2011 DLS BSIII,2009,88000,201850,1,Individual,1,2,17.88,1396,52.8,5.0
495,Maruti Swift Dzire VDI,2016,561000,30000,1,Individual,1,1,26.59,1248,74.0,5.0
496,Maruti Swift Dzire VDI,2018,755000,15000,1,Individual,1,1,28.4,1248,74.02,5.0
497,Datsun RediGO S,2017,235000,25000,0,Individual,1,1,22.7,799,53.64,5.0
498,Maruti Alto K10 LXI,2011,165000,90000,0,Individual,1,1,20.92,998,67.1,5.0
499,Maruti Swift Dzire LDi,2008,190000,80000,1,Individual,1,2,19.3,1248,73.9,5.0
500,Tata Indica V2 DLX BSII,2011,110000,50000,1,Individual,1,1,17.2,1396,53.5,5.0
501,Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,320000,80000,1,Individual,1,2,13.6,2523,63.0,8.0
502,Hyundai i20 Asta Option 1.2,2016,540000,38000,0,Individual,1,1,18.6,1197,81.83,5.0
503,Hyundai EON Era Plus,2013,180000,60000,0,Individual,1,1,21.1,814,55.2,5.0
504,Maruti Eeco 7 Seater Standard BSIV,2016,270000,100000,0,Individual,1,3,15.37,1196,73.0,7.0
505,Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,30000,0,Individual,1,1,17.5,1197,85.8,5.0
506,Maruti Swift Dzire VXI,2014,450000,30000,0,Individual,1,1,19.1,1197,85.8,5.0
507,Chevrolet Beat LT,2015,200000,50000,0,Individual,1,1,18.6,1199,76.8,5.0
508,Tata Tiago 1.2 Revotron XZ,2017,425000,42000,0,Individual,1,1,23.84,1199,84.0,5.0
509,Chevrolet Sail 1.2 LS ABS,2016,400000,30000,0,Individual,1,1,18.2,1199,82.4,5.0
510,Maruti Alto LXi BSIII,2009,125000,60000,0,Individual,1,3,19.7,796,46.3,5.0
511,Jeep Compass 2.0 Longitude Option BSIV,2018,1600000,14000,1,Individual,1,1,17.1,1956,170.0,5.0
512,Honda City i VTEC VX,2015,900000,22000,0,Individual,1,1,17.4,1497,117.3,5.0
513,Volkswagen Vento Diesel Highline,2012,450000,90000,1,Individual,1,1,20.54,1598,103.6,5.0
514,Maruti Alto K10 2010-2014 VXI,2011,210000,46000,0,Individual,1,1,20.92,998,67.1,5.0
515,Hyundai i20 1.2 Asta Option,2018,801000,20000,0,Individual,1,1,18.6,1197,81.83,5.0
516,Tata Venture EX 7 Str Captain Seats,2014,317000,15000,1,Individual,1,1,15.42,1405,70.0,7.0
517,Maruti Ertiga VXI,2015,600000,40000,0,Individual,1,2,16.02,1373,93.7,7.0
518,Hyundai i20 Magna,2014,330000,30000,0,Individual,1,2,18.5,1197,82.85,5.0
519,Hyundai EON Magna Plus,2017,320000,15000,0,Individual,1,2,21.1,814,55.2,5.0
